resolution,api,page,labels,fields,draws,errors,geomsum,drawsum
128x96,1.47,PAGES/pids1.lua,7,9,144,0,5bac13c5,f51cd701
128x96,1.47,PAGES/pids2.lua,8,14,320,0,11b6c955,9a1be3a9
128x96,1.47,PAGES/pos_osd.lua,5,5,50,0,07039483,fe7864c1
128x96,1.47,PAGES/profiles.lua,0,2,8,0,d4516f82,8b21f06d
128x96,1.47,PAGES/pwm.lua,2,6,84,0,1cb4e26b,3a190745
128x96,1.47,PAGES/rates.lua,12,14,406,0,6c9f81de,837f3f93
128x96,1.47,PAGES/rescue.lua,1,14,300,0,0a6460bb,ca480864
128x96,1.47,PAGES/rx.lua,4,7,126,0,2010f8d2,91f683de
128x96,1.47,PAGES/simplified_tuning.lua,2,13,270,0,1f277655,557f1a6b
128x96,1.47,PAGES/vtx.lua,0,6,72,0,c589de3b,e6d917b1
128x96,1.48,CONFIRM/acc_cal.lua,4,1,5,0,dfaf8359,b7802c1f
128x96,1.48,CONFIRM/pwm.lua,3,1,4,0,2d841098,ad3f24b9
128x96,1.48,CONFIRM/vtx_tables.lua,3,1,4,0,13f53e49,9c05ddc0
128x96,1.48,PAGES/acc_trim.lua,1,2,10,0,c6cb96ce,053c0648
128x96,1.48,PAGES/battery.lua,2,4,40,0,270a7e45,b045f191
128x96,1.48,PAGES/failsafe.lua,3,6,90,0,f0e69b0f,b7da6b52
128x96,1.48,PAGES/filters1.lua,10,21,409,0,f99ed2fc,6b850b37
128x96,1.48,PAGES/filters2.lua,2,6,84,0,59dde92a,63db935d
128x96,1.48,PAGES/gpspids.lua,7,7,98,0,e9ad0faa,81cb1e5e
128x96,1.48,PAGES/pid_advanced.lua,5,17,355,0,1d1099a1,81e0750d
128x96,1.48,PAGES/pids1.lua,7,9,144,0,1a723d0f,bab0efe5
128x96,1.48,PAGES/pids2.lua,8,14,320,0,a60734c9,228fc989
128x96,1.48,PAGES/pos_osd.lua,5,5,50,0,84395099,4d2eafcd
128x96,1.48,PAGES/profiles.lua,0,3,18,0,48f3313e,04ab67ff
128x96,1.48,PAGES/pwm.lua,2,6,84,0,3bda5e07,e59ed039
128x96,1.48,PAGES/rates.lua,12,14,406,0,1e2b4d54,da6d0315
128x96,1.48,PAGES/rescue.lua,1,14,300,0,1f42ab9a,ebb33a66
128x96,1.48,PAGES/rx.lua,4,7,126,0,ca70fcb9,a7e36304
128x96,1.48,PAGES/simplified_tuning.lua,2,13,270,0,0877eba2,7d7b5b49
128x96,1.48,PAGES/vtx.lua,0,6,72,0,0022ca85,e3bc6729
128x96,1.49,CONFIRM/acc_cal.lua,4,1,5,0,82232578,746651f2
128x96,1.49,CONFIRM/pwm.lua,3,1,4,0,06972dbe,14c9dc0b
128x96,1.49,CONFIRM/vtx_tables.lua,3,1,4,0,2b8dbfa3,62d38dce
128x96,1.49,PAGES/acc_trim.lua,1,2,10,0,b720c875,3e3aff9a
128x96,1.49,PAGES/battery.lua,2,4,40,0,def82655,9c91ac31
128x96,1.49,PAGES/failsafe.lua,3,6,90,0,265420f0,c7d7cea6
128x96,1.49,PAGES/filters1.lua,10,21,409,0,60552b31,a053b220
128x96,1.49,PAGES/filters2.lua,2,6,84,0,780b78ee,d9d72d71
128x96,1.49,PAGES/gpspids.lua,7,7,98,0,beea8dc2,c730c41a
128x96,1.49,PAGES/pid_advanced.lua,5,17,355,0,fac61b07,aeb4bd42
128x96,1.49,PAGES/pids1.lua,7,9,144,0,11322cf5,4c507f7d
128x96,1.49,PAGES/pids2.lua,8,14,320,0,3363c59d,58c0d71d
128x96,1.49,PAGES/pos_osd.lua,5,5,50,0,aef5bb0f,1aaa2db1
128x96,1.49,PAGES/profiles.lua,0,3,18,0,c581533d,d4000ed5
128x96,1.49,PAGES/pwm.lua,2,6,84,0,3d0f2e3b,3014746d
128x96,1.49,PAGES/rates.lua,12,14,406,0,2f6793c6,540f608f
128x96,1.49,PAGES/rescue.lua,1,14,300,0,6c95913d,beecf400
128x96,1.49,PAGES/rx.lua,4,7,126,0,37f8d338,fe6c5ab2
128x96,1.49,PAGES/simplified_tuning.lua,2,13,270,0,4d201ef7,79ea52eb
128x96,1.49,PAGES/vtx.lua,0,6,72,0,5d20b437,8277e1bd
212x64,1.15,CONFIRM/acc_cal.lua,4,1,5,0,d2c8f5e2,4f1f3ad8
212x64,1.15,CONFIRM/pwm.lua,3,1,4,0,e85887a6,70169a37
212x64,1.15,CONFIRM/vtx_tables.lua,3,1,4,0,e631511b,ce090aea
212x64,1.15,PAGES/acc_trim.lua,1,2,10,0,54a66caf,ba2ad2fa
212x64,1.15,PAGES/battery.lua,2,4,40,0,239502e1,1bf77e41
212x64,1.15,PAGES/failsafe.lua,2,6,74,0,314891c5,863a04bc
212x64,1.15,PAGES/filters1.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/pid_advanced.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/pids1.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/pos_osd.lua,5,5,50,0,9e459283,8ab27001
212x64,1.15,PAGES/profiles.lua,0,2,8,0,c9ee8832,657ad23d
212x64,1.15,PAGES/pwm.lua,2,5,60,0,9c20fbba,a85a1074
212x64,1.15,PAGES/rates.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/rx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.15,PAGES/simplified_tuning.lua,2,13,185,0,bad7cdd9,a9ffb41d
212x64,1.15,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.16,CONFIRM/acc_cal.lua,4,1,5,0,e50bbd91,5e811ecf
212x64,1.16,CONFIRM/pwm.lua,3,1,4,0,de5bf400,92442b21
212x64,1.16,CONFIRM/vtx_tables.lua,3,1,4,0,8d927919,e51f3930
212x64,1.16,PAGES/acc_trim.lua,1,2,10,0,593a21de,063f0e60
212x64,1.16,PAGES/battery.lua,2,4,40,0,e84a0fa5,2a505721
212x64,1.16,PAGES/failsafe.lua,2,6,74,0,4b955b79,0d26601e
212x64,1.16,PAGES/filters1.lua,3,3,27,0,b84e235a,c70be726
212x64,1.16,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.16,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.16,PAGES/pid_advanced.lua,0,1,2,0,18bee406,a396c30e
212x64,1.16,PAGES/pids1.lua,7,8,120,0,7d29ed8e,669ff6a5
212x64,1.16,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.16,PAGES/pos_osd.lua,5,5,50,0,1abe3751,5e509565
212x64,1.16,PAGES/profiles.lua,0,2,8,0,44880f92,d300e1d1
212x64,1.16,PAGES/pwm.lua,2,5,60,0,3763ff6f,588b9604
212x64,1.16,PAGES/rates.lua,13,11,196,0,fe7de9f6,568b1f2c
212x64,1.16,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.16,PAGES/rx.lua,1,3,21,0,fa68ff11,23da1858
212x64,1.16,PAGES/simplified_tuning.lua,2,13,185,0,b6b090ca,c7db21e0
212x64,1.16,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.18,CONFIRM/acc_cal.lua,4,1,5,0,78e1c94f,ec6f4629
212x64,1.18,CONFIRM/pwm.lua,3,1,4,0,612f488c,ec4d7699
212x64,1.18,CONFIRM/vtx_tables.lua,3,1,4,0,7b1ae885,94a1eae0
212x64,1.18,PAGES/acc_trim.lua,1,2,10,0,80bb5a9c,d6ef7d94
212x64,1.18,PAGES/battery.lua,2,4,40,0,d9887fb9,52472769
212x64,1.18,PAGES/failsafe.lua,2,6,74,0,d42cb401,65d3dfd6
212x64,1.18,PAGES/filters1.lua,3,3,27,0,12e7a2ae,6b26bdfc
212x64,1.18,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.18,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.18,PAGES/pid_advanced.lua,0,1,2,0,175c1d00,6a0faf9a
212x64,1.18,PAGES/pids1.lua,7,8,120,0,be52d708,fc114319
212x64,1.18,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.18,PAGES/pos_osd.lua,5,5,50,0,7e12c941,fe54ce55
212x64,1.18,PAGES/profiles.lua,0,2,8,0,6426584a,24d3f5bd
212x64,1.18,PAGES/pwm.lua,2,5,60,0,ca21d95d,f5087d10
212x64,1.18,PAGES/rates.lua,13,11,196,0,b6a0877e,31621e24
212x64,1.18,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.18,PAGES/rx.lua,1,3,21,0,29a25f61,cbfb9482
212x64,1.18,PAGES/simplified_tuning.lua,2,13,185,0,c6b200a8,094ba79a
212x64,1.18,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.2,CONFIRM/acc_cal.lua,4,1,5,0,748c6a08,2b165266
212x64,1.2,CONFIRM/pwm.lua,3,1,4,0,ce39f96a,a2152a63
212x64,1.2,CONFIRM/vtx_tables.lua,3,1,4,0,765d1921,6a0fd018
212x64,1.2,PAGES/acc_trim.lua,1,2,10,0,9683eb2d,5bd35fea
212x64,1.2,PAGES/battery.lua,2,4,40,0,bc775701,46eee6e1
212x64,1.2,PAGES/failsafe.lua,2,6,74,0,641c363f,db21c28a
212x64,1.2,PAGES/filters1.lua,5,7,82,0,b5280382,c78ad991
212x64,1.2,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.2,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.2,PAGES/pid_advanced.lua,0,1,2,0,b2c6e027,9009130a
212x64,1.2,PAGES/pids1.lua,7,8,120,0,ac9513e3,996f0cbd
212x64,1.2,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.2,PAGES/pos_osd.lua,5,5,50,0,b029d3b5,39521901
212x64,1.2,PAGES/profiles.lua,0,2,8,0,cd6d9e30,e214b1f5
212x64,1.2,PAGES/pwm.lua,2,5,60,0,f2ada468,1bce3e80
212x64,1.2,PAGES/rates.lua,13,11,196,0,fe7974e4,3cc9f58a
212x64,1.2,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.2,PAGES/rx.lua,1,5,55,0,b1444588,eb6cfe7e
212x64,1.2,PAGES/simplified_tuning.lua,2,13,185,0,faa9ae33,b15dd27f
212x64,1.2,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.21,CONFIRM/acc_cal.lua,4,1,5,0,2424a40f,caa8562d
212x64,1.21,CONFIRM/pwm.lua,3,1,4,0,ceeb6ca0,a06543c1
212x64,1.21,CONFIRM/vtx_tables.lua,3,1,4,0,1eb54075,cb89b084
212x64,1.21,PAGES/acc_trim.lua,1,2,10,0,e52877cc,8585a240
212x64,1.21,PAGES/battery.lua,2,4,40,0,30a1dc85,dd6bb179
212x64,1.21,PAGES/failsafe.lua,2,6,74,0,ce910005,2d93e486
212x64,1.21,PAGES/filters1.lua,6,9,109,0,d566a722,a38d7407
212x64,1.21,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.21,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.21,PAGES/pid_advanced.lua,0,1,2,0,b5f887d4,6f2ac6f2
212x64,1.21,PAGES/pids1.lua,7,8,120,0,dd2a17c0,b31eb75d
212x64,1.21,PAGES/pids2.lua,1,2,10,0,4134e6c9,5234248e
212x64,1.21,PAGES/pos_osd.lua,5,5,50,0,5d2f4a51,a5f86441
212x64,1.21,PAGES/profiles.lua,0,2,8,0,ef76fb72,c4ea6761
212x64,1.21,PAGES/pwm.lua,2,5,60,0,36a29c7f,4eda38fc
212x64,1.21,PAGES/rates.lua,13,11,196,0,553cdb82,dd3cba64
212x64,1.21,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.21,PAGES/rx.lua,1,5,55,0,f9ed9fc4,4887b59b
212x64,1.21,PAGES/simplified_tuning.lua,2,13,185,0,687b2bb8,e0d1fa8a
212x64,1.21,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.26,CONFIRM/acc_cal.lua,4,1,5,0,bdd576c0,d4bca81e
212x64,1.26,CONFIRM/pwm.lua,3,1,4,0,c9a01a76,64a0d08f
212x64,1.26,CONFIRM/vtx_tables.lua,3,1,4,0,6e8b1127,50ebeade
212x64,1.26,PAGES/acc_trim.lua,1,2,10,0,6dd2e641,0d77d4d6
212x64,1.26,PAGES/battery.lua,2,4,40,0,21f1c7a5,755c0809
212x64,1.26,PAGES/failsafe.lua,2,6,74,0,8b0873f9,89a17f38
212x64,1.26,PAGES/filters1.lua,6,9,109,0,80af5561,743e7e34
212x64,1.26,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.26,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.26,PAGES/pid_advanced.lua,0,1,2,0,e0c7c7bb,521f1b2a
212x64,1.26,PAGES/pids1.lua,7,8,120,0,38c0799b,df4d8fed
212x64,1.26,PAGES/pids2.lua,1,2,10,0,fc8f10e8,03d695c8
212x64,1.26,PAGES/pos_osd.lua,5,5,50,0,4a9f7567,4f8e6171
212x64,1.26,PAGES/profiles.lua,0,2,8,0,deba75ce,0b98bd35
212x64,1.26,PAGES/pwm.lua,2,5,60,0,a228e248,017bacfc
212x64,1.26,PAGES/rates.lua,13,11,196,0,0a911214,14f43c2e
212x64,1.26,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.26,PAGES/rx.lua,1,5,55,0,27d73eac,1081e37a
212x64,1.26,PAGES/simplified_tuning.lua,2,13,185,0,5de622db,69b534bf
212x64,1.26,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.31,CONFIRM/acc_cal.lua,4,1,5,0,905eeaf8,1f1adeaa
212x64,1.31,CONFIRM/pwm.lua,3,1,4,0,b2258ebe,5d67c6b3
212x64,1.31,CONFIRM/vtx_tables.lua,3,1,4,0,7f7acb6f,c8a27542
212x64,1.31,PAGES/acc_trim.lua,1,2,10,0,2e427f05,9ff8be22
212x64,1.31,PAGES/battery.lua,2,4,40,0,0749357d,24b9a689
212x64,1.31,PAGES/failsafe.lua,2,6,74,0,74b56779,be47417c
212x64,1.31,PAGES/filters1.lua,6,9,109,0,9f5b265d,791c91c8
212x64,1.31,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.31,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.31,PAGES/pid_advanced.lua,1,3,21,0,4d8f18ad,3ecedcdb
212x64,1.31,PAGES/pids1.lua,7,8,120,0,4131e99f,ab7c64b1
212x64,1.31,PAGES/pids2.lua,1,2,10,0,8c8a4050,59957838
212x64,1.31,PAGES/pos_osd.lua,5,5,50,0,e51bf753,cd47d6a1
212x64,1.31,PAGES/profiles.lua,0,2,8,0,73bc1c56,d520c7e1
212x64,1.31,PAGES/pwm.lua,2,7,90,0,0c2f7dab,7b9fd32d
212x64,1.31,PAGES/rates.lua,13,11,196,0,c1febfc4,0e8d547a
212x64,1.31,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.31,PAGES/rx.lua,1,6,78,0,c22485b6,03e36e3b
212x64,1.31,PAGES/simplified_tuning.lua,2,13,185,0,c982c507,b67781cf
212x64,1.31,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.33,CONFIRM/acc_cal.lua,4,1,5,0,2edb5e0a,0f5fa4e0
212x64,1.33,CONFIRM/pwm.lua,3,1,4,0,56f5f5ee,fd2cd7a7
212x64,1.33,CONFIRM/vtx_tables.lua,3,1,4,0,2dc2e327,8921b066
212x64,1.33,PAGES/acc_trim.lua,1,2,10,0,686d957f,dc08d792
212x64,1.33,PAGES/battery.lua,2,4,40,0,f67f8901,9b328119
212x64,1.33,PAGES/failsafe.lua,2,6,74,0,c7ff4241,d04a0058
212x64,1.33,PAGES/filters1.lua,6,9,109,0,49d7b8ff,c9259f1a
212x64,1.33,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.33,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.33,PAGES/pid_advanced.lua,1,3,21,0,92a1fb55,a0f76a95
212x64,1.33,PAGES/pids1.lua,7,8,120,0,0b85ce1d,3535e725
212x64,1.33,PAGES/pids2.lua,1,2,10,0,5254279a,823ace38
212x64,1.33,PAGES/pos_osd.lua,5,5,50,0,17a4215f,3cd6a969
212x64,1.33,PAGES/profiles.lua,0,2,8,0,8e3ffec6,f7df532d
212x64,1.33,PAGES/pwm.lua,2,7,90,0,65b2f901,ca67b445
212x64,1.33,PAGES/rates.lua,13,11,196,0,7f76dea0,68ce5046
212x64,1.33,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.33,PAGES/rx.lua,1,6,78,0,5c7e3694,4988e08b
212x64,1.33,PAGES/simplified_tuning.lua,2,13,185,0,becbb8b9,8cf91c7d
212x64,1.33,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.35,CONFIRM/acc_cal.lua,4,1,5,0,a3e0aa54,dac8e92e
212x64,1.35,CONFIRM/pwm.lua,3,1,4,0,07ece356,cc9e9e03
212x64,1.35,CONFIRM/vtx_tables.lua,3,1,4,0,1b7088bf,9158a31a
212x64,1.35,PAGES/acc_trim.lua,1,2,10,0,bba5abf1,a5775222
212x64,1.35,PAGES/battery.lua,2,4,40,0,a262ece5,814c48c1
212x64,1.35,PAGES/failsafe.lua,2,6,74,0,9a7e98e1,6dd467d4
212x64,1.35,PAGES/filters1.lua,6,9,109,0,98c27f29,5ba750fc
212x64,1.35,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.35,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.35,PAGES/pid_advanced.lua,1,3,21,0,45314f75,a3b7dccf
212x64,1.35,PAGES/pids1.lua,7,8,120,0,d4f6183b,9e70b0b9
212x64,1.35,PAGES/pids2.lua,1,2,10,0,3b6b8e94,9ac03728
212x64,1.35,PAGES/pos_osd.lua,5,5,50,0,28cea03b,04ffed31
212x64,1.35,PAGES/profiles.lua,0,2,8,0,c52bc18e,b6809729
212x64,1.35,PAGES/pwm.lua,2,7,90,0,46cb253f,ec0e0145
212x64,1.35,PAGES/rates.lua,13,11,196,0,7a97120c,525ac622
212x64,1.35,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.35,PAGES/rx.lua,1,6,78,0,b51e79d2,c55ef613
212x64,1.35,PAGES/simplified_tuning.lua,2,13,185,0,6b8e9263,f07cdadb
212x64,1.35,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.36,CONFIRM/acc_cal.lua,4,1,5,0,f4b71927,2be610c1
212x64,1.36,CONFIRM/pwm.lua,3,1,4,0,76250714,c3c60581
212x64,1.36,CONFIRM/vtx_tables.lua,3,1,4,0,70a1b591,e20e9b3c
212x64,1.36,PAGES/acc_trim.lua,1,2,10,0,330b8810,27789208
212x64,1.36,PAGES/battery.lua,2,4,40,0,ee21a1ad,86e56b79
212x64,1.36,PAGES/failsafe.lua,2,6,74,0,4a019295,6398891e
212x64,1.36,PAGES/filters1.lua,6,10,125,0,c32b664b,d7a50c81
212x64,1.36,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.36,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.36,PAGES/pid_advanced.lua,2,4,40,0,1d7584b8,82a8389d
212x64,1.36,PAGES/pids1.lua,7,8,120,0,c3f3bd5c,101a9f01
212x64,1.36,PAGES/pids2.lua,1,2,10,0,9a2ad211,71b287ca
212x64,1.36,PAGES/pos_osd.lua,5,5,50,0,c9d37549,a7094b11
212x64,1.36,PAGES/profiles.lua,0,2,8,0,2b1ba412,696d7495
212x64,1.36,PAGES/pwm.lua,2,7,90,0,ba60ea34,088c0bde
212x64,1.36,PAGES/rates.lua,13,11,196,0,4e23b3f6,e598bb54
212x64,1.36,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.36,PAGES/rx.lua,1,6,78,0,d33b6eb1,b8b7bb3b
212x64,1.36,PAGES/simplified_tuning.lua,2,13,185,0,c556c2ec,2525b83a
212x64,1.36,PAGES/vtx.lua,0,6,72,0,0c3792bc,d2b12a65
212x64,1.37,CONFIRM/acc_cal.lua,4,1,5,0,7b9a1686,83ec4a24
212x64,1.37,CONFIRM/pwm.lua,3,1,4,0,88ac2a96,982a050f
212x64,1.37,CONFIRM/vtx_tables.lua,3,1,4,0,69e664c7,931cac16
212x64,1.37,PAGES/acc_trim.lua,1,2,10,0,6abb00db,0be16112
212x64,1.37,PAGES/battery.lua,2,4,40,0,2811aa11,f2ea2311
212x64,1.37,PAGES/failsafe.lua,2,6,74,0,19635e39,192df858
212x64,1.37,PAGES/filters1.lua,6,10,125,0,1f274db5,64a2a536
212x64,1.37,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.37,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.37,PAGES/pid_advanced.lua,2,4,40,0,e378eb10,b1b71c6d
212x64,1.37,PAGES/pids1.lua,7,8,120,0,b9879249,6dd99615
212x64,1.37,PAGES/pids2.lua,1,2,10,0,8753528e,c85dfc08
212x64,1.37,PAGES/pos_osd.lua,5,5,50,0,0af008cf,fa529bb9
212x64,1.37,PAGES/profiles.lua,0,2,8,0,cc674cfe,36a8b1bd
212x64,1.37,PAGES/pwm.lua,2,7,90,0,d7ec36d9,f5389ada
212x64,1.37,PAGES/rates.lua,13,13,256,0,03c8fc9f,770c1820
212x64,1.37,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.37,PAGES/rx.lua,1,6,78,0,9bbcefa0,ab154753
212x64,1.37,PAGES/simplified_tuning.lua,2,13,185,0,2f010f65,01a2cac9
212x64,1.37,PAGES/vtx.lua,0,6,72,0,98c5c9fb,c4a034a9
212x64,1.38,CONFIRM/acc_cal.lua,4,1,5,0,3533f1f9,98f33877
212x64,1.38,CONFIRM/pwm.lua,3,1,4,0,4f740f30,ff8fc6d9
212x64,1.38,CONFIRM/vtx_tables.lua,3,1,4,0,9d0df1bd,575da90c
212x64,1.38,PAGES/acc_trim.lua,1,2,10,0,b919ddca,e523befc
212x64,1.38,PAGES/battery.lua,2,4,40,0,caa06981,f9a29a11
212x64,1.38,PAGES/failsafe.lua,2,6,74,0,3c6e2d5d,02a1eb86
212x64,1.38,PAGES/filters1.lua,6,10,125,0,070fe793,d967d593
212x64,1.38,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.38,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.38,PAGES/pid_advanced.lua,2,4,40,0,1f0b8e90,4773c225
212x64,1.38,PAGES/pids1.lua,7,8,120,0,82ca853a,1870a8f5
212x64,1.38,PAGES/pids2.lua,1,2,10,0,d467134b,0efaaf6e
212x64,1.38,PAGES/pos_osd.lua,5,5,50,0,a1fa0939,866303c1
212x64,1.38,PAGES/profiles.lua,0,2,8,0,e6d8f3aa,d680adc1
212x64,1.38,PAGES/pwm.lua,2,7,90,0,f551a2e2,39eafa2a
212x64,1.38,PAGES/rates.lua,13,13,256,0,7007567b,ad6fc150
212x64,1.38,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.38,PAGES/rx.lua,1,6,78,0,64324fb7,56ee5943
212x64,1.38,PAGES/simplified_tuning.lua,2,13,185,0,98c85a76,b6e44740
212x64,1.38,PAGES/vtx.lua,0,6,72,0,829b7621,08b16691
212x64,1.39,CONFIRM/acc_cal.lua,4,1,5,0,772a5ae0,1c49e952
212x64,1.39,CONFIRM/pwm.lua,3,1,4,0,c0e109de,390007e3
212x64,1.39,CONFIRM/vtx_tables.lua,3,1,4,0,2674a51f,6a0da9f2
212x64,1.39,PAGES/acc_trim.lua,1,2,10,0,1235e07d,fe4e8a92
212x64,1.39,PAGES/battery.lua,2,4,40,0,2aa8efbd,48e7dd39
212x64,1.39,PAGES/failsafe.lua,3,6,70,0,390a9018,bd23371c
212x64,1.39,PAGES/filters1.lua,8,14,175,0,fde5ed44,10051aee
212x64,1.39,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.39,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.39,PAGES/pid_advanced.lua,2,4,40,0,2e2ac358,ef88f9d5
212x64,1.39,PAGES/pids1.lua,7,8,120,0,1420a217,89710241
212x64,1.39,PAGES/pids2.lua,1,2,10,0,18311078,4b014278
212x64,1.39,PAGES/pos_osd.lua,5,5,50,0,de4d1fa3,855f4a01
212x64,1.39,PAGES/profiles.lua,0,2,8,0,38df4296,f8636771
212x64,1.39,PAGES/pwm.lua,2,7,90,0,92dc820f,60598d3e
212x64,1.39,PAGES/rates.lua,13,13,256,0,9d97fe4f,f35d9804
212x64,1.39,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.39,PAGES/rx.lua,1,6,78,0,ee35d4de,5588b82b
212x64,1.39,PAGES/simplified_tuning.lua,2,13,185,0,85c8a31f,97879e67
212x64,1.39,PAGES/vtx.lua,0,6,72,0,7e72258f,00ed1c3d
212x64,1.4,CONFIRM/acc_cal.lua,4,1,5,0,2feaed86,945b3d98
212x64,1.4,CONFIRM/pwm.lua,3,1,4,0,6ad3be92,fdffe727
212x64,1.4,CONFIRM/vtx_tables.lua,3,1,4,0,6ac84699,d1ec5ae4
212x64,1.4,PAGES/acc_trim.lua,1,2,10,0,0e7f9b0f,3abb8ee6
212x64,1.4,PAGES/battery.lua,2,4,40,0,cb72c67d,a03075b9
212x64,1.4,PAGES/failsafe.lua,3,6,70,0,3584da6e,90a334fe
212x64,1.4,PAGES/filters1.lua,8,14,175,0,43e71870,8ccd2542
212x64,1.4,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.4,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.4,PAGES/pid_advanced.lua,4,12,160,0,f357ce75,ce181101
212x64,1.4,PAGES/pids1.lua,7,8,120,0,8d6b6079,fb700ca1
212x64,1.4,PAGES/pids2.lua,6,4,44,0,adc8e4e3,3488ac81
212x64,1.4,PAGES/pos_osd.lua,5,5,50,0,38a6fd45,901081bd
212x64,1.4,PAGES/profiles.lua,0,2,8,0,95c320f8,0fd7df7d
212x64,1.4,PAGES/pwm.lua,2,7,90,0,d0c13d35,ceaf8afe
212x64,1.4,PAGES/rates.lua,13,13,256,0,1acc00a5,71864572
212x64,1.4,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
212x64,1.4,PAGES/rx.lua,4,12,161,0,8e3a4d9f,12de27e2
212x64,1.4,PAGES/simplified_tuning.lua,2,13,185,0,96426055,57440b75
212x64,1.4,PAGES/vtx.lua,0,6,72,0,e18b2997,99ea1909
212x64,1.41,CONFIRM/acc_cal.lua,4,1,5,0,37ba0771,0bb4860b
