resolution,api,page,labels,fields,draws,errors,geomsum,drawsum
128x64,1.15,CONFIRM/acc_cal.lua,4,1,5,0,59e178b2,a797fa14
128x64,1.15,CONFIRM/pwm.lua,3,1,4,0,344954d6,13fc344b
128x64,1.15,CONFIRM/vtx_tables.lua,3,1,4,0,345d0d6f,5697672a
128x64,1.15,PAGES/acc_trim.lua,1,2,10,0,a92b0597,33cd28f2
128x64,1.15,PAGES/battery.lua,2,4,40,0,bc60c0dd,03ad47d1
128x64,1.15,PAGES/failsafe.lua,2,6,74,0,f0c9fea9,06b45a90
128x64,1.15,PAGES/filters1.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/pid_advanced.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/pids1.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/pos_osd.lua,5,5,50,0,d574b6f7,dad3087d
128x64,1.15,PAGES/profiles.lua,0,2,8,0,efbebbf2,ef7a70a1
128x64,1.15,PAGES/pwm.lua,2,5,60,0,ab7fc3d2,6c79c638
128x64,1.15,PAGES/rates.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/rx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.15,PAGES/simplified_tuning.lua,2,13,185,0,6f675c99,daba0bb5
128x64,1.15,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.16,CONFIRM/acc_cal.lua,4,1,5,0,95a1f049,01860663
128x64,1.16,CONFIRM/pwm.lua,3,1,4,0,5b6f1384,cbdbe259
128x64,1.16,CONFIRM/vtx_tables.lua,3,1,4,0,532adbc1,9e9d318c
128x64,1.16,PAGES/acc_trim.lua,1,2,10,0,ee1484ea,98cc25b0
128x64,1.16,PAGES/battery.lua,2,4,40,0,93167c85,f194ad59
128x64,1.16,PAGES/failsafe.lua,2,6,74,0,3b7d60c5,483cb06a
128x64,1.16,PAGES/filters1.lua,3,3,27,0,6d8e5456,2131d366
128x64,1.16,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.16,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.16,PAGES/pid_advanced.lua,0,1,2,0,c0871cb2,f2e85b8a
128x64,1.16,PAGES/pids1.lua,7,8,120,0,b87a0042,5a555c09
128x64,1.16,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.16,PAGES/pos_osd.lua,5,5,50,0,f571e84d,b9408b35
128x64,1.16,PAGES/profiles.lua,0,2,8,0,0655534e,d9a5771d
128x64,1.16,PAGES/pwm.lua,2,5,60,0,550237a3,6b38fcd8
128x64,1.16,PAGES/rates.lua,13,11,196,0,7ca19bda,a22605d4
128x64,1.16,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.16,PAGES/rx.lua,1,3,21,0,00a04bad,1978f56c
128x64,1.16,PAGES/simplified_tuning.lua,2,13,185,0,64432a9e,4478c4a0
128x64,1.16,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.18,CONFIRM/acc_cal.lua,4,1,5,0,e31af0ff,40d6512d
128x64,1.18,CONFIRM/pwm.lua,3,1,4,0,c0e9fe30,89b10ef1
128x64,1.18,CONFIRM/vtx_tables.lua,3,1,4,0,28f7818d,7856974c
128x64,1.18,PAGES/acc_trim.lua,1,2,10,0,42781744,64460a58
128x64,1.18,PAGES/battery.lua,2,4,40,0,204dac0d,496c41b9
128x64,1.18,PAGES/failsafe.lua,2,6,74,0,854dd6cd,8d0502c6
128x64,1.18,PAGES/filters1.lua,3,3,27,0,2d49e856,5f124e40
128x64,1.18,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.18,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.18,PAGES/pid_advanced.lua,0,1,2,0,6fc41284,1785f55a
128x64,1.18,PAGES/pids1.lua,7,8,120,0,a16bf918,411ee20d
128x64,1.18,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.18,PAGES/pos_osd.lua,5,5,50,0,5e0b99e1,dfd58f69
128x64,1.18,PAGES/profiles.lua,0,2,8,0,c7870752,b7c7bca1
128x64,1.18,PAGES/pwm.lua,2,5,60,0,4372e0dd,4fbe8edc
128x64,1.18,PAGES/rates.lua,13,11,196,0,a7098882,1f777ae4
128x64,1.18,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.18,PAGES/rx.lua,1,3,21,0,ce97bed5,1e2ba796
128x64,1.18,PAGES/simplified_tuning.lua,2,13,185,0,30992530,836413ca
128x64,1.18,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.2,CONFIRM/acc_cal.lua,4,1,5,0,48024908,7492f0e2
128x64,1.2,CONFIRM/pwm.lua,3,1,4,0,dd81b89a,fa7b2c6f
128x64,1.2,CONFIRM/vtx_tables.lua,3,1,4,0,44ab4581,15a7b704
128x64,1.2,PAGES/acc_trim.lua,1,2,10,0,5b80f639,62ca9df6
128x64,1.2,PAGES/battery.lua,2,4,40,0,187bd3bd,7b091001
128x64,1.2,PAGES/failsafe.lua,2,6,74,0,3be3d943,f1c72b02
128x64,1.2,PAGES/filters1.lua,5,7,82,0,95b5c306,03978951
128x64,1.2,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.2,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.2,PAGES/pid_advanced.lua,0,1,2,0,eab1ab93,32ee2d8e
128x64,1.2,PAGES/pids1.lua,7,8,120,0,201ae657,d8ef4019
128x64,1.2,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.2,PAGES/pos_osd.lua,5,5,50,0,84ac9fd1,fcd482a9
128x64,1.2,PAGES/profiles.lua,0,2,8,0,fc99b924,a8baa0fd
128x64,1.2,PAGES/pwm.lua,2,5,60,0,0359d5d8,d1aff604
128x64,1.2,PAGES/rates.lua,13,11,196,0,1109dca4,8009adde
128x64,1.2,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.2,PAGES/rx.lua,1,5,55,0,6b9cfc50,f2fbf50e
128x64,1.2,PAGES/simplified_tuning.lua,2,13,185,0,5472832f,d96b32e3
128x64,1.2,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.21,CONFIRM/acc_cal.lua,4,1,5,0,7f333dcf,689c7bd1
128x64,1.21,CONFIRM/pwm.lua,3,1,4,0,1d6ee354,5bf1aa29
128x64,1.21,CONFIRM/vtx_tables.lua,3,1,4,0,df641ecd,aac0b130
128x64,1.21,PAGES/acc_trim.lua,1,2,10,0,87ba7eb4,7730c414
128x64,1.21,PAGES/battery.lua,2,4,40,0,d4fd7f39,0c0f6449
128x64,1.21,PAGES/failsafe.lua,2,6,74,0,aabd9441,f8ec2f56
128x64,1.21,PAGES/filters1.lua,6,9,109,0,0326c342,4e394323
128x64,1.21,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.21,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.21,PAGES/pid_advanced.lua,0,1,2,0,976b3b98,12120262
128x64,1.21,PAGES/pids1.lua,7,8,120,0,e1848220,296038e1
128x64,1.21,PAGES/pids2.lua,1,2,10,0,d86daabd,5e8cd01a
128x64,1.21,PAGES/pos_osd.lua,5,5,50,0,b5293b01,cae01875
128x64,1.21,PAGES/profiles.lua,0,2,8,0,8047405a,9c72d725
128x64,1.21,PAGES/pwm.lua,2,5,60,0,2c762ba7,1dd6e898
128x64,1.21,PAGES/rates.lua,13,11,196,0,d3cccbd6,f8a2b9e4
128x64,1.21,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.21,PAGES/rx.lua,1,5,55,0,b06a88f4,bfa369e7
128x64,1.21,PAGES/simplified_tuning.lua,2,13,185,0,32150870,083aea9a
128x64,1.21,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.26,CONFIRM/acc_cal.lua,4,1,5,0,557e1d18,9f4eb5b2
128x64,1.26,CONFIRM/pwm.lua,3,1,4,0,21f19296,b4a63ed3
128x64,1.26,CONFIRM/vtx_tables.lua,3,1,4,0,8dd06b83,a348aa56
128x64,1.26,PAGES/acc_trim.lua,1,2,10,0,a022628d,b92bcaca
128x64,1.26,PAGES/battery.lua,2,4,40,0,aca38985,c934cb31
128x64,1.26,PAGES/failsafe.lua,2,6,74,0,46baca15,1b110d60
128x64,1.26,PAGES/filters1.lua,6,9,109,0,36a06605,304342e8
128x64,1.26,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.26,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.26,PAGES/pid_advanced.lua,0,1,2,0,fdbcd067,a6988a6e
128x64,1.26,PAGES/pids1.lua,7,8,120,0,4633434f,c6746bd1
128x64,1.26,PAGES/pids2.lua,1,2,10,0,75487d18,97c9bcec
128x64,1.26,PAGES/pos_osd.lua,5,5,50,0,eb9a7fcf,ceeb3ea1
128x64,1.26,PAGES/profiles.lua,0,2,8,0,01f75492,29fa6bf9
128x64,1.26,PAGES/pwm.lua,2,5,60,0,46f9cc84,aebccc68
128x64,1.26,PAGES/rates.lua,13,11,196,0,aafa8c2c,5c5d346a
128x64,1.26,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.26,PAGES/rx.lua,1,5,55,0,ac50d710,4dbee45a
128x64,1.26,PAGES/simplified_tuning.lua,2,13,185,0,d34014ff,e9f65a2f
128x64,1.26,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.31,CONFIRM/acc_cal.lua,4,1,5,0,2f6f05a0,3e6763e6
128x64,1.31,CONFIRM/pwm.lua,3,1,4,0,a3cb3b1e,7f5e3497
128x64,1.31,CONFIRM/vtx_tables.lua,3,1,4,0,b6977023,62711b42
128x64,1.31,PAGES/acc_trim.lua,1,2,10,0,93ed0b99,a3496ea6
128x64,1.31,PAGES/battery.lua,2,4,40,0,532a6cc5,45c8ce41
128x64,1.31,PAGES/failsafe.lua,2,6,74,0,7d2de7fd,f5642b1c
128x64,1.31,PAGES/filters1.lua,6,9,109,0,edaa2649,118b919c
128x64,1.31,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.31,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.31,PAGES/pid_advanced.lua,1,3,21,0,c3cf39ad,063ede57
128x64,1.31,PAGES/pids1.lua,7,8,120,0,81a56f8b,72d5c2f5
128x64,1.31,PAGES/pids2.lua,1,2,10,0,353f5c50,092aa54c
128x64,1.31,PAGES/pos_osd.lua,5,5,50,0,00461e13,438b2039
128x64,1.31,PAGES/profiles.lua,0,2,8,0,392e326a,7d5095fd
128x64,1.31,PAGES/pwm.lua,2,7,90,0,fc5dc8d7,78ebd6c9
128x64,1.31,PAGES/rates.lua,13,11,196,0,b339aa0c,c7374fde
128x64,1.31,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.31,PAGES/rx.lua,1,6,78,0,d20349da,8a574dab
128x64,1.31,PAGES/simplified_tuning.lua,2,13,185,0,1faf432b,b80501f7
128x64,1.31,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.33,CONFIRM/acc_cal.lua,4,1,5,0,8bf8dc7a,0a851e84
128x64,1.33,CONFIRM/pwm.lua,3,1,4,0,bd223e9e,aea3bf8b
128x64,1.33,CONFIRM/vtx_tables.lua,3,1,4,0,dea5b6d3,fcf0982e
128x64,1.33,PAGES/acc_trim.lua,1,2,10,0,21601edf,d5923b12
128x64,1.33,PAGES/battery.lua,2,4,40,0,fd01d3fd,4ea2f309
128x64,1.33,PAGES/failsafe.lua,2,6,74,0,1cf17ded,7563eb7c
128x64,1.33,PAGES/filters1.lua,6,9,109,0,577718ff,0ff6d666
128x64,1.33,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.33,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.33,PAGES/pid_advanced.lua,1,3,21,0,90a2f2cd,57535f11
128x64,1.33,PAGES/pids1.lua,7,8,120,0,23b4ba95,41d5c3f9
128x64,1.33,PAGES/pids2.lua,1,2,10,0,44b9c75e,de2dae68
128x64,1.33,PAGES/pos_osd.lua,5,5,50,0,40cd1a63,db0ff835
128x64,1.33,PAGES/profiles.lua,0,2,8,0,cc21227e,4193a059
128x64,1.33,PAGES/pwm.lua,2,7,90,0,df197ead,0c882ac5
128x64,1.33,PAGES/rates.lua,13,11,196,0,3d6fa168,eed2156a
128x64,1.33,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.33,PAGES/rx.lua,1,6,78,0,b515055c,2ad669ff
128x64,1.33,PAGES/simplified_tuning.lua,2,13,185,0,dbe55219,9a6de9bd
128x64,1.33,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.35,CONFIRM/acc_cal.lua,4,1,5,0,2ede30dc,211604c2
128x64,1.35,CONFIRM/pwm.lua,3,1,4,0,71785366,4339af67
128x64,1.35,CONFIRM/vtx_tables.lua,3,1,4,0,fa5197bb,28e8c732
128x64,1.35,PAGES/acc_trim.lua,1,2,10,0,f5ca7aad,52ece896
128x64,1.35,PAGES/battery.lua,2,4,40,0,51f112e5,9bf3f9a9
128x64,1.35,PAGES/failsafe.lua,2,6,74,0,ea91d39d,1f65057c
128x64,1.35,PAGES/filters1.lua,6,9,109,0,833b4d5d,dec69070
128x64,1.35,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.35,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.35,PAGES/pid_advanced.lua,1,3,21,0,3cee1eb5,87f68653
128x64,1.35,PAGES/pids1.lua,7,8,120,0,9f6002ef,0da77e8d
128x64,1.35,PAGES/pids2.lua,1,2,10,0,833f4bc4,7ca228cc
128x64,1.35,PAGES/pos_osd.lua,5,5,50,0,70b995b3,524a26a1
128x64,1.35,PAGES/profiles.lua,0,2,8,0,454aa152,ed69e8bd
128x64,1.35,PAGES/pwm.lua,2,7,90,0,b0ddb4d3,b88b5dc1
128x64,1.35,PAGES/rates.lua,13,11,196,0,575a1da4,d94d17ae
128x64,1.35,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.35,PAGES/rx.lua,1,6,78,0,81d18c5e,07562173
128x64,1.35,PAGES/simplified_tuning.lua,2,13,185,0,56d09ef7,42b2a12b
128x64,1.35,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.36,CONFIRM/acc_cal.lua,4,1,5,0,7656dc37,9798c61d
128x64,1.36,CONFIRM/pwm.lua,3,1,4,0,086addd0,e14dbbd1
128x64,1.36,CONFIRM/vtx_tables.lua,3,1,4,0,ad753491,56c7f6f0
128x64,1.36,PAGES/acc_trim.lua,1,2,10,0,cc7d38e8,e88cb0e4
128x64,1.36,PAGES/battery.lua,2,4,40,0,c3f86071,50f0fcd9
128x64,1.36,PAGES/failsafe.lua,2,6,74,0,f6756f71,2b133476
128x64,1.36,PAGES/filters1.lua,6,10,125,0,6d7a184b,84735385
128x64,1.36,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.36,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.36,PAGES/pid_advanced.lua,2,4,40,0,f36fdf04,9a7297ad
128x64,1.36,PAGES/pids1.lua,7,8,120,0,e9f56604,2248d285
128x64,1.36,PAGES/pids2.lua,1,2,10,0,42dc8d65,c7fa94f6
128x64,1.36,PAGES/pos_osd.lua,5,5,50,0,77fc8011,d828f615
128x64,1.36,PAGES/profiles.lua,0,2,8,0,c7c2a8f2,272061e1
128x64,1.36,PAGES/pwm.lua,2,7,90,0,69b21ff0,712c8222
128x64,1.36,PAGES/rates.lua,13,11,196,0,1819ff72,0e226164
128x64,1.36,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.36,PAGES/rx.lua,1,6,78,0,545d6d61,333b82bf
128x64,1.36,PAGES/simplified_tuning.lua,2,13,185,0,8ba9c1dc,139e87f2
128x64,1.36,PAGES/vtx.lua,0,6,72,0,ba3417b0,2822b129
128x64,1.37,CONFIRM/acc_cal.lua,4,1,5,0,57567e26,73381e20
128x64,1.37,CONFIRM/pwm.lua,3,1,4,0,47a22dc6,e56c21b3
128x64,1.37,CONFIRM/vtx_tables.lua,3,1,4,0,2e4dc7ab,978669a6
128x64,1.37,PAGES/acc_trim.lua,1,2,10,0,7920d063,01bb8d4a
128x64,1.37,PAGES/battery.lua,2,4,40,0,8b08fc5d,7499d771
128x64,1.37,PAGES/failsafe.lua,2,6,74,0,5f53ab1d,47d7e47c
128x64,1.37,PAGES/filters1.lua,6,10,125,0,3dcec799,820a08c2
128x64,1.37,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.37,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.37,PAGES/pid_advanced.lua,2,4,40,0,7d7627bc,c87d7b05
128x64,1.37,PAGES/pids1.lua,7,8,120,0,84c1a639,bf8425d9
128x64,1.37,PAGES/pids2.lua,1,2,10,0,25afd882,071c0590
128x64,1.37,PAGES/pos_osd.lua,5,5,50,0,16b28343,920fdc35
128x64,1.37,PAGES/profiles.lua,0,2,8,0,ebcaaa8e,9878d671
128x64,1.37,PAGES/pwm.lua,2,7,90,0,8e28d6ed,aa6f314e
128x64,1.37,PAGES/rates.lua,13,13,256,0,6fb81547,ca23ae20
128x64,1.37,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.37,PAGES/rx.lua,1,6,78,0,ac5609f0,e50a0c4f
128x64,1.37,PAGES/simplified_tuning.lua,2,13,185,0,d724cf05,a5763f11
128x64,1.37,PAGES/vtx.lua,0,6,72,0,d07fe0f3,c77bc5f5
128x64,1.38,CONFIRM/acc_cal.lua,4,1,5,0,eee5ded1,5f215ba3
128x64,1.38,CONFIRM/pwm.lua,3,1,4,0,067a750c,3b4a1799
128x64,1.38,CONFIRM/vtx_tables.lua,3,1,4,0,7802683d,7ac1c210
128x64,1.38,PAGES/acc_trim.lua,1,2,10,0,97686e66,bf85861c
128x64,1.38,PAGES/battery.lua,2,4,40,0,c5419fb9,e9117799
128x64,1.38,PAGES/failsafe.lua,2,6,74,0,52c27149,4bdc7912
128x64,1.38,PAGES/filters1.lua,6,10,125,0,c5b007fb,d7a7b887
128x64,1.38,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.38,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.38,PAGES/pid_advanced.lua,2,4,40,0,e9cf4788,cd1d188d
128x64,1.38,PAGES/pids1.lua,7,8,120,0,65c26556,b90a0499
128x64,1.38,PAGES/pids2.lua,1,2,10,0,6197f3e3,fab5dc9e
128x64,1.38,PAGES/pos_osd.lua,5,5,50,0,a125ba15,f9abf689
128x64,1.38,PAGES/profiles.lua,0,2,8,0,6191fd26,041dee35
128x64,1.38,PAGES/pwm.lua,2,7,90,0,50ddb766,9dfc3362
128x64,1.38,PAGES/rates.lua,13,13,256,0,2686781f,44fc9c10
128x64,1.38,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.38,PAGES/rx.lua,1,6,78,0,6124eda3,1b826693
128x64,1.38,PAGES/simplified_tuning.lua,2,13,185,0,999d0092,e5634328
128x64,1.38,PAGES/vtx.lua,0,6,72,0,1cd16d99,818aba9d
128x64,1.39,CONFIRM/acc_cal.lua,4,1,5,0,87038868,67a1eb0e
128x64,1.39,CONFIRM/pwm.lua,3,1,4,0,2200bf7e,4d846447
128x64,1.39,CONFIRM/vtx_tables.lua,3,1,4,0,8424aff3,9d1b5452
128x64,1.39,PAGES/acc_trim.lua,1,2,10,0,b80bb291,04c83306
128x64,1.39,PAGES/battery.lua,2,4,40,0,ad13cde5,e4562231
128x64,1.39,PAGES/failsafe.lua,3,6,70,0,34076c9c,7a1cf1b8
128x64,1.39,PAGES/filters1.lua,8,14,175,0,0f2edb94,25b1eb6e
128x64,1.39,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.39,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.39,PAGES/pid_advanced.lua,2,4,40,0,9f06e358,b361eff5
128x64,1.39,PAGES/pids1.lua,7,8,120,0,34c4fd93,9c32c0a5
128x64,1.39,PAGES/pids2.lua,1,2,10,0,0f72bdd0,f612eeec
128x64,1.39,PAGES/pos_osd.lua,5,5,50,0,a92dd063,478a5f59
128x64,1.39,PAGES/profiles.lua,0,2,8,0,5779c61a,5a54144d
128x64,1.39,PAGES/pwm.lua,2,7,90,0,f778fc0b,00f9483e
128x64,1.39,PAGES/rates.lua,13,13,256,0,ad015a23,f3c62c14
128x64,1.39,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.39,PAGES/rx.lua,1,6,78,0,80a81ac2,680cf69b
128x64,1.39,PAGES/simplified_tuning.lua,2,13,185,0,c20f0813,4668ffbf
128x64,1.39,PAGES/vtx.lua,0,6,72,0,6d30495b,488dd641
128x64,1.4,CONFIRM/acc_cal.lua,4,1,5,0,612e5e0e,f5c11bf4
128x64,1.4,CONFIRM/pwm.lua,3,1,4,0,e67687d2,a41e5d93
128x64,1.4,CONFIRM/vtx_tables.lua,3,1,4,0,2abbb529,fff6f8d0
128x64,1.4,PAGES/acc_trim.lua,1,2,10,0,973fbe1f,5f4aa8ce
128x64,1.4,PAGES/battery.lua,2,4,40,0,440f2a25,ca44a7f1
128x64,1.4,PAGES/failsafe.lua,3,6,70,0,9114a696,b7895a0a
128x64,1.4,PAGES/filters1.lua,8,14,175,0,9ded5170,14f84e42
128x64,1.4,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.4,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.4,PAGES/pid_advanced.lua,4,12,160,0,b140c795,37898739
128x64,1.4,PAGES/pids1.lua,7,8,120,0,ed312641,1986857d
128x64,1.4,PAGES/pids2.lua,6,4,44,0,2e1680d3,04bb7791
128x64,1.4,PAGES/pos_osd.lua,5,5,50,0,48d5adcd,7b290361
128x64,1.4,PAGES/profiles.lua,0,2,8,0,5339d1d0,154f863d
128x64,1.4,PAGES/pwm.lua,2,7,90,0,fe9ff645,ae355a6a
128x64,1.4,PAGES/rates.lua,13,13,256,0,118dfa5d,e587da1e
128x64,1.4,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.4,PAGES/rx.lua,4,12,161,0,b21e31c7,8553a406
128x64,1.4,PAGES/simplified_tuning.lua,2,13,185,0,84bd3a7d,3bd12aa1
128x64,1.4,PAGES/vtx.lua,0,6,72,0,09fccb5f,9ca9e649
128x64,1.41,CONFIRM/acc_cal.lua,4,1,5,0,e68e6d29,65cfae3f
128x64,1.41,CONFIRM/pwm.lua,3,1,4,0,efa1f178,102033b1
128x64,1.41,CONFIRM/vtx_tables.lua,3,1,4,0,3c857ccd,dea90e3c
128x64,1.41,PAGES/acc_trim.lua,1,2,10,0,e0d94472,1e9204cc
128x64,1.41,PAGES/battery.lua,2,4,40,0,b3c26a71,2ffb7881
128x64,1.41,PAGES/failsafe.lua,3,6,70,0,9dda369f,c5923758
128x64,1.41,PAGES/filters1.lua,10,21,276,0,f474b76c,8958e2a5
128x64,1.41,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
128x64,1.41,PAGES/gpspids.lua,7,7,98,0,a44c0312,85b753e2
128x64,1.41,PAGES/pid_advanced.lua,4,13,176,0,fd99c209,514263be
128x64,1.41,PAGES/pids1.lua,7,9,144,0,d6bec2cc,c8609e9e
128x64,1.41,PAGES/pids2.lua,8,9,131,0,4c487684,60f1c726
128x64,1.41,PAGES/pos_osd.lua,5,5,50,0,3c1f3fb9,0ed599c1
128x64,1.41,PAGES/profiles.lua,0,2,8,0,3b514f4a,fb535ae9
128x64,1.41,PAGES/pwm.lua,2,6,75,0,5ffc3508,9efc4f02
128x64,1.41,PAGES/rates.lua,13,15,287,0,736f85e8,c8b161d2
128x64,1.41,PAGES/rescue.lua,1,9,121,0,c9204e3a,1240e58a
128x64,1.41,PAGES/rx.lua,4,12,161,0,09dfb325,3808aee5
128x64,1.41,PAGES/simplified_tuning.lua,2,13,185,0,efd4f5f6,bbec25c8
128x64,1.41,PAGES/vtx.lua,0,6,72,0,df4dfd39,a40fb0d9
128x64,1.42,CONFIRM/acc_cal.lua,4,1,5,0,e9be36b2,aa375ff0
128x64,1.42,CONFIRM/pwm.lua,3,1,4,0,364aded6,a0a633df
128x64,1.42,CONFIRM/vtx_tables.lua,3,1,4,0,c671f937,44356fee
128x64,1.42,PAGES/acc_trim.lua,1,2,10,0,8c051ff7,94156f9a
128x64,1.42,PAGES/battery.lua,2,4,40,0,3f3b9979,b4188c39
128x64,1.42,PAGES/failsafe.lua,3,6,70,0,728737ba,21576b94
128x64,1.42,PAGES/filters1.lua,10,21,276,0,106521a3,e1a3700f
128x64,1.42,PAGES/filters2.lua,2,6,75,0,d2d7d309,a953939b
128x64,1.42,PAGES/gpspids.lua,7,7,98,0,18f4ce06,32e4088e
128x64,1.42,PAGES/pid_advanced.lua,4,13,176,0,0cc79622,bd1dfd93
128x64,1.42,PAGES/pids1.lua,7,9,144,0,f53dd8f2,250396be
128x64,1.42,PAGES/pids2.lua,8,9,131,0,0fcb53fb,989d93bb
128x64,1.42,PAGES/pos_osd.lua,5,5,50,0,cd20c7cf,94f0aef9
128x64,1.42,PAGES/profiles.lua,0,2,8,0,8f67028e,a9ffd4ad
128x64,1.42,PAGES/pwm.lua,2,6,75,0,d6ff5828,9e74c799
128x64,1.42,PAGES/rates.lua,13,15,287,0,eee1dae2,884c6dbd
128x64,1.42,PAGES/rescue.lua,1,9,121,0,2d254f3c,565645d1
128x64,1.42,PAGES/rx.lua,4,13,175,0,697baf27,7354ba80
128x64,1.42,PAGES/simplified_tuning.lua,2,13,185,0,2f3fd621,e1bcd9f5
128x64,1.42,PAGES/vtx.lua,0,6,72,0,30b94633,92209219
128x64,1.43,CONFIRM/acc_cal.lua,4,1,5,0,af069893,f1eb721d
128x64,1.43,CONFIRM/pwm.lua,3,1,4,0,04473574,856535c1
128x64,1.43,CONFIRM/vtx_tables.lua,3,1,4,0,6ab68bd1,c2c4ed94
128x64,1.43,PAGES/acc_trim.lua,1,2,10,0,f530d704,412cdd38
128x64,1.43,PAGES/battery.lua,2,4,40,0,728970ed,b6a1e191
128x64,1.43,PAGES/failsafe.lua,3,6,70,0,faeb3ec9,bddc2ca0
128x64,1.43,PAGES/filters1.lua,10,21,276,0,f308905e,2c87cfb1
128x64,1.43,PAGES/filters2.lua,2,6,75,0,68a3f772,0ee5dc34
128x64,1.43,PAGES/gpspids.lua,7,7,98,0,c8c1e9da,afd35fae
128x64,1.43,PAGES/pid_advanced.lua,4,15,208,0,b7b20d75,207b3a9f
128x64,1.43,PAGES/pids1.lua,7,9,144,0,db8ef64c,10d59cd2
